"hawker","type","stars","votes","status","address","datetime"
"Hylam Street Old Coffee 海南街老咖啡","Hawker Stall ","4.1","81","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Yuan Yuan Claypot Rice 源源砂煲饭","Hawker Stall ","3.8","78","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Jason Penang Cuisine","Hawker Stall ","4.2","73","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Tong Fong Fatt Hainanese Boneless Chicken Rice 東風發","Hawker Stall ","2.6","64","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Havelock Rd Blk50 Fried Hokkien Prawn Mee","Hawker Stall ","3.6","60","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Sin Heng Kee Hainanese Chicken Rice (#01-34)","Hawker Stall ","4.4","56","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"The Bowl Story","Hawker Stall ","4.8","51","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Meat & Rice","Hawker Stall ","4.7","47","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Gu Zao Ren Seafood Taiwan Porridge古早人煮炒台湾粥","Hawker Stall ","4.3","44","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"MR MEEPOK (ABC)","Hawker Stall ","4.1","42","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Swee Kee Wanton Noodles","Hawker Stall ","4.2","42","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Nusa & Tara","Hawker Stall ","4.1","42","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Z. Rayyan","Hawker Stall ","4.1","40","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Bao Zai 光记包仔","Hawker Stall ","4.4","38","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"添乐 Tien Le, Hong Kong Soy Sauce Chicken","Hawker Stall ","4.3","38","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Sheikh Indian Pakistani Food","Hawker Stall ","4.2","37","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Dong Ji La Mian Xiao Long Bao 东记拉面小笼包","Hawker Stall ","4.2","34","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"ThunderBowl Leicha SG","Hawker Stall ","4.8","33","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Jie Ji Boneless Braised Duck 捷记起骨鸭饭·面 (#01-121)","Hawker Stall ","4.0","32","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Soon Huat Teochew Satay Beehoon (#01-47)","Hawker Stall ","3.4","29","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Chinatown Beef King","Hawker Stall ","4.1","27","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Sin Thor Eunos Bak Kut Teh","Hawker Stall ","4.1","27","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ah Er Herbal Soup / 阿2老火湯","Hawker Stall ","4.6","27","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Mini Wok Kitchen","Hawker Stall ","4.3","26","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Hua Shun Bak Ku Teh 華顺肉骨茶","Hawker Stall ","4.3","25","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Y.R.A Rasool Fatimah","Hawker Stall ","4.3","23","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Nan Zhen Seafood","Hawker Stall ","4.0","22","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"ABC Brickworks Rojak (#01-50)","Hawker Stall ","4.2","21","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ong Khim Popiah","Hawker Stall ","3.1","20","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Bakery New Hong Kong","Bakery ","4.2","20","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"东陵 Tanglin Carrot Cake Fried Oyster (#01-130)","Hawker Stall ","4.1","19","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Leng Kee Fish Soup ABC","Hawker Stall ","4.6","19","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Pui Pui Heng Hot & Cold Dessert","Dessert shop ","4.2","16","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Soon Lee Fried Kway Teow","Hawker Stall ","3.4","16","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ah Ken (#01-51)","Hawker Stall ","4.4","15","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Hong Sheng Fish Soup 鸿升鱼汤","Hawker Stall ","3.5","14","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Yan Xia 炎霞","Hawker Stall ","4.7","14","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Yuguo Curry Rice","Hawker Stall ","3.4","14","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"油条 豆宣 You Tiao","Hawker Stall ","4.6","14","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Soon Lee Heng Satay Chicken Wing","Hawker Stall ","4.5","13","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Mohd Zaid","Hawker Stall ","4.2","13","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Koh Za Hao Wei","Hawker Stall ","3.9","12","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Zhen De Hao 蒸得好","Hawker Stall ","4.8","12","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Nasi Putih Ayam Penyet","Hawker Stall ","4.9","11","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ros Muslim Food Stall","Hawker Stall ","3.9","12","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Yong Zhen Lor Mee","Restaurant ","3.8","11","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"ABC Deji Fish Head Bee Hoon","Hawker Stall ","3.9","10","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"San Xiang Bak Chor Mee 叁香肉脞面","Hawker Stall ","4.8","10","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Four Season Ching Teng","Hawker Stall ","3.8","10","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Whampoa Soya Bean @ ABC Brickworks","Hawker Stall ","3.3","9","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Hak Wee Food (ABC Brickworks Mkt)","Hawker Stall ","5.0","9","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Happy Tea (哈皮茶)","Bubble Tea ","5.0","8","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"富元素食 vegetarian food","Hawker Stall ","3.8","8","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ayam Bakar by Abang Botak","Hawker Stall ","3.9","7","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"如意海鲜 Ru Yi Seafood","Hawker Stall ","4.0","7","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"42 Nasi Lemak","Noodle Shop ","4.5","6","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Traditional Coffee","Hawker Stall ","3.7","6","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ah Huat Sugar Cane Juice","Hawker Stall ","3.4","5","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Habibs Power Mee Stall","Restaurant ","3.2","5","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"M.M.H Tiffin Centre","Hawker Stall ","3.2","5","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Joo Heng Cooked Food Stall","Hawker Stall ","4.2","5","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Abdul Jalil Stall","Hawker Stall ","4.4","5","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Wei Xiang Kitchen 味香小厨","Hawker Stall ","5.0","4","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"He Zhong Coffee Shop 合衆茶室","Beverages ","4.3","3","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Y.R.A. Ameer Ahamad Best Corner Currypuffs & Snacks","Hawker Stall ","4.3","3","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Uncle's House of Candy","Hawker Stall ","4.3","3","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"118 Cafe","Beverages ","4.7","3","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Sipei Cool","Beverages ","5.0","3","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Kat's Porridge 蓮莲姐粥品","Beverages ","5.0","3","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Eat Tofu 吃豆腐 (#01-128)","Hawker Stall ","4.5","2","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Cui Ji Food Stall 翠记熟食","Hawker Stall ","4.0","2","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Qian Duo Duo ShangHai Prawn Noodles Xiaolongbao 钱多多上海虾面小笼包","Coffee shop ","4.5","2","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"ABC什菜饭.粥","Hawker center ","5.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"ABC satay chicken wing","Barbecue ","4.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Heng Kee Hainanese Curry Rice","Hawker Stall ","3.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"新興記","Hawker Stall ","5.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Tan Chow Heng Coffee Stall","Cafe ","5.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"M.J Cafe Corner (Special Ginger Tea)","Hawker Stall ","5.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ar Er Soup","Hawker Stall ","5.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"好時光雲吞麵","Restaurant","5.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"海南街","Hawker Stall","5.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"杂货店","Grocery store","5.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"#01-113 Hawker Stall","Hawker Stall ","5.0","1","Unknown","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Ho Kee Sheng Mian Mee Hoon Kueh","Restaurant ","5.0","1","Active","ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006)","2024-10-06"
"Bai Nian Niang Dou Fu 百年酿豆腐","Hawker Stall ","3.9","287","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Guan Kee Fried Carrot Cake","Hawker Stall ","4.3","184","Inactive","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Li Fang Congee @Bugis (Main Branch)","Hawker Stall ","3.8","129","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Lin Ji Pig Leg Rice 林记猪脚饭","Chinese ","4.2","104","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Hock Lee Fishball Noodles","Hawker Stall ","4.3","98","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Pondok Makan Indonesia","Halal ","4.3","80","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"槟城人 Penang Man","Hawker Stall ","4.4","78","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Ma Bo Lor Mee","Hawker Stall ","3.8","75","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Angel Horse Teochew Fish Soup","Hawker Stall ","4.1","61","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Singapore Famous Rojak","Hawker Stall ","3.8","61","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Tong Fong Fatt Hainanese Boneless Chicken Rice","Restaurant ","3.4","54","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Queen Street Fried Hokkien Prawn Mee (#01-104)","Hawker Stall ","3.3","46","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"正興美食 Zheng Xing Mei Shi","Hawker Stall ","4.5","41","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Dessert Station","Hawker Stall ","3.1","41","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Chuan Seng Kway Chap","Restaurant ","4.3","38","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Leong Yeow Famous Waterloo St Chicken Rice","Hawker Stall ","3.9","38","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Hong Kong Soy Sauce Chicken Rice and Noodle","Hawker Stall ","4.2","36","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Fragrance Blue Pea Flower Nasi Lemak, Economic Bee Hoon. 香浓蓝花椰桨饭 。炒米粉","Hawker Stall ","3.9","35","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Thong Kay Delight","Hawker Stall ","4.7","34","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"House of Dessert 甜品之家","Hawker Stall ","2.1","32","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Tien Fook 天福","Hawker Stall ","4.4","32","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"生成熟食 Say Seng Cooked Food","Hawker Stall ","3.7","29","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Hong Ji Traditional Wanton Noodle","Noodle Shop ","3.8","28","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Soon Lee Fried Kway Teow Mee (#01-86)","Hawker Stall ","2.2","26","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Yan Xia Noodle (炎霞传统面家)","Hawker center ","4.4","25","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"火城大虾麵 108 Big Prawn Noodle","Hawker Stall ","3.5","24","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Yu Ji Pig’s Organ Soup Herbal Mutton Soup","Food court ","2.8","24","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Granny's Pancake - Albert Centre","Food court ","2.8","24","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Tong Cheng Yuan Soya Bean","Hawker Stall ","4.3","22","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Tan Sum Joo 陈叁裕 LongMa Dragon Horse","Food products supplier ","4.1","21","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Siraj Indian Rojak","Hawker Stall ","3.9","21","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Loyang Way Big Prawn Noodles","Hawker Stall ","3.4","21","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Hong Kee Wanton Noodle (鸿记云吞面)","Hawker Stall ","3.8","19","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Jia Katong Laksa","Hawker Stall ","3.9","19","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"King Gan Lao Mian 干捞面王 (#01-114)","Hawker Stall ","3.7","18","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Lao Ban Niang","Food products supplier ","3.6","18","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Fatt Kee Shou Shi","Hawker Stall ","3.7","18","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Meng Hui Satay Bee Hoon","Hawker Stall ","4.0","15","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Bedok Chwee Kueh Queen St Branch (#01-79)","Hawker Stall ","3.5","15","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Fortune Food","Restaurant ","3.7","14","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Al-Naim (Muslim Food)","Hawker Stall ","3.3","13","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Bak Kut Teh. Ipoh Hor Fun","Hawker Stall ","4.8","13","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Hougang Ming Ji Wanton Noodle","Hawker Stall ","2.5","13","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Ser Kee Restaurant (Duck)","Hawker Stall ","4.6","13","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Si Ma Lu Lor Mee 四马路卤面","Hawker Stall ","4.2","13","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Chew's Stall","Hawker Stall ","4.2","13","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"富城食品Homemade Springroll, Springroll Skin","Hawker Stall ","4.3","12","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"添乐 Tien Le, Hong Kong Soy Sauce Chicken","Hawker Stall ","4.3","11","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Ren Fried Kway Teow Mee","Noodle Shop ","3.3","10","Unknown","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
"Shi Li Xiang Lao Huo Tang","Hawker Stall ","3.7","9","Active","Albert Centre 270 Queen St, Singapore 180270","2024-10-06"
